CODIGO_ACTIVIDAD,ANIO,MES,ENTIDAD,K100W,M000W,H000W_I000W,REMUNERACION_MEDIA,J000W,ESTATUS
43,2009,	05,Tabasco,91.84091157,87.44707159,83.33963832,110.12127716,91.77467410,Cifras definitivas
43,2009,	05,Tamaulipas,96.74130595,95.22306392,91.13793594,112.04683087,102.11716894,Cifras definitivas
43,2009,	05,Tlaxcala,102.06896523,104.28286686,91.90864249,85.67996383,78.74729164,Cifras definitivas
43,2009,	05,Veracruz de Ignacio de la Llave,98.30924586,101.65547892,92.85249812,110.67963428,102.76880534,Cifras definitivas
43,2009,	05,Yucatán,86.67590187,89.60750758,91.40592709,102.81468419,93.97871527,Cifras definitivas
43,2009,	05,Zacatecas,82.04071823,86.03236340,89.76343735,111.77396187,100.33215024,Cifras definitivas
43,2009,	06,Aguascalientes,57.88801896,81.79794276,98.66462040,85.74141589,84.59644251,Cifras definitivas
43,2009,	06,Baja California,98.20838803,94.58310698,82.96797008,93.03798787,77.19172994,Cifras definitivas
43,2009,	06,Baja California Sur,88.02968624,88.09459975,85.96795626,91.85074590,78.96220906,Cifras definitivas
43,2009,	06,Campeche,103.79586184,93.86084264,89.88070184,61.47242291,55.25184515,Cifras definitivas
43,2009,	06,Coahuila de Zaragoza,104.70208646,97.20169915,91.83512986,96.26927822,88.40901667,Cifras definitivas
43,2009,	06,Colima,90.68778732,96.04593446,78.21733266,89.52597886,70.02483270,Cifras definitivas
43,2009,	06,Chiapas,105.16523052,93.41802187,79.35453669,93.64037574,74.30788632,Cifras definitivas
43,2009,	06,Chihuahua,96.79503600,91.07706039,86.92164842,91.72049734,79.72496823,Cifras definitivas
43,2009,	06,Ciudad de México,81.18288544,85.50469921,79.29115769,97.50609346,77.31371032,Cifras definitivas
43,2009,	06,Durango,97.14055931,94.00678261,88.90114650,85.58703909,76.08785901,Cifras definitivas
43,2009,	06,Guanajuato,87.40705449,88.69204572,80.64962199,98.50086933,79.44057877,Cifras definitivas
43,2009,	06,Guerrero,107.12426458,98.05674913,102.47916244,92.53440527,94.82848349,Cifras definitivas
43,2009,	06,Hidalgo,100.94378534,108.97996193,92.58041520,96.07247128,88.94429280,Cifras definitivas
43,2009,	06,Jalisco,83.37998090,89.82949491,84.14320298,85.21402867,71.70181311,Cifras definitivas
43,2009,	06,México,73.89402273,77.95486377,82.82979094,93.17725528,77.17852575,Cifras definitivas
43,2009,	06,Michoacán de Ocampo,98.32363726,103.73299409,92.75419993,94.10068608,87.28233850,Cifras definitivas
43,2009,	06,Morelos,89.21954275,90.65666335,96.26141979,82.78611248,79.69108726,Cifras definitivas
43,2009,	06,Nayarit,112.51240483,105.24355123,90.81876098,84.65429748,76.88198409,Cifras definitivas
43,2009,	06,Nuevo León,83.38335627,83.46115910,89.55930122,90.03295822,80.63288825,Cifras definitivas
43,2009,	06,Oaxaca,95.18541514,108.99936613,89.37264641,94.04783036,84.05303488,Cifras definitivas
43,2009,	06,Puebla,91.65263822,88.26584871,72.07701771,94.32742751,67.98839663,Cifras definitivas
43,2009,	06,Querétaro de Arteaga,76.92057849,77.21299342,72.88039677,79.62974092,58.03447113,Cifras definitivas
43,2009,	06,Quintana Roo,105.63935309,92.89119044,91.75121967,85.73989905,78.66740312,Cifras definitivas
43,2009,	06,San Luis Potosí,81.73841085,84.66274110,89.52207531,85.24390586,76.31211360,Cifras definitivas
43,2009,	06,Sinaloa,85.78395781,85.93669611,85.50639787,89.54210846,76.56423152,Cifras definitivas
43,2009,	06,Sonora,90.28757197,86.14221936,81.34923970,87.56759188,71.23557022,Cifras definitivas
43,2009,	06,Tabasco,98.22995360,90.02788763,83.90809282,101.64120687,85.28519820,Cifras definitivas
43,2009,	06,Tamaulipas,98.54640203,99.37551793,91.70656883,87.80580568,80.52369162,Cifras definitivas
43,2009,	06,Tlaxcala,114.15468290,113.56216875,91.83940836,74.49748933,68.41805344,Cifras definitivas
43,2009,	06,Veracruz de Ignacio de la Llave,98.07625898,105.79353985,92.93588911,96.81578272,89.97660847,Cifras definitivas
43,2009,	06,Yucatán,95.34953655,94.47873942,92.34187061,90.78940347,83.83663348,Cifras definitivas
43,2009,	06,Zacatecas,86.98324780,88.52985932,90.26382634,90.23168590,81.44657226,Cifras definitivas
43,2009,	07,Aguascalientes,62.37466629,84.39635925,97.57807862,88.67228666,86.52471359,Cifras definitivas
43,2009,	07,Baja California,92.41837629,97.90144780,82.51129800,96.78835496,79.86132799,Cifras definitivas
43,2009,	07,Baja California Sur,89.07854073,89.79047427,85.57199442,87.35882453,74.75468845,Cifras definitivas
43,2009,	07,Campeche,110.01148886,98.16047480,90.66139880,63.99757515,58.02109683,Cifras definitivas
43,2009,	07,Coahuila de Zaragoza,100.72871090,93.60253377,91.34309201,97.92122752,89.44427695,Cifras definitivas
43,2009,	07,Colima,90.89538466,94.60084351,77.96606113,97.12277166,75.72279952,Cifras definitivas
43,2009,	07,Chiapas,109.97150661,98.54336141,80.67142751,99.01935010,79.88032324,Cifras definitivas
43,2009,	07,Chihuahua,94.49019095,91.76724410,86.81765707,98.45970402,85.48040819,Cifras definitivas
43,2009,	07,Ciudad de México,79.90961559,84.29535901,79.48805849,98.37908456,78.19962428,Cifras definitivas
43,2009,	07,Durango,92.95640485,98.04987396,88.69584712,93.26388977,82.72119709,Cifras definitivas
43,2009,	07,Guanajuato,91.47501067,90.90634476,80.32235473,102.01635730,81.94194039,Cifras definitivas
43,2009,	07,Guerrero,107.49043000,101.69948500,101.23489754,100.21413653,101.45167844,Cifras definitivas
43,2009,	07,Hidalgo,98.63321333,110.66283321,94.04005498,100.19169937,94.22032917,Cifras definitivas
43,2009,	07,Jalisco,84.94098620,88.50775987,84.83763608,90.34934983,76.65025261,Cifras definitivas
43,2009,	07,México,75.24324165,80.59129532,82.41491980,95.84109251,78.98735953,Cifras definitivas
43,2009,	07,Michoacán de Ocampo,99.48718090,106.35308063,92.61691453,99.16930779,91.84755304,Cifras definitivas
43,2009,	07,Morelos,90.04406843,95.02068565,93.50411800,83.45134690,78.03044588,Cifras definitivas
43,2009,	07,Nayarit,114.71014831,106.61638934,90.66799740,86.89811131,78.78877730,Cifras definitivas
43,2009,	07,Nuevo León,84.04950755,84.88918159,89.73770395,90.13854333,80.88825916,Cifras definitivas
43,2009,	07,Oaxaca,93.22877802,111.06829822,91.54671610,99.04793847,90.67513503,Cifras definitivas
43,2009,	07,Puebla,90.57723936,88.80552026,72.34989299,92.20514264,66.71032203,Cifras definitivas
43,2009,	07,Querétaro de Arteaga,73.62047860,78.64668413,73.24134964,77.67392020,56.88942747,Cifras definitivas
43,2009,	07,Quintana Roo,107.30439055,99.26559277,92.30813069,88.97344742,82.12972612,Cifras definitivas
43,2009,	07,San Luis Potosí,83.05026139,87.89591267,89.23206680,83.98158233,74.93850164,Cifras definitivas
43,2009,	07,Sinaloa,92.23022525,85.93958261,86.09256513,88.89260125,76.52992063,Cifras definitivas
43,2009,	07,Sonora,90.73227741,86.97527344,82.23035986,89.04870777,73.22507285,Cifras definitivas
43,2009,	07,Tabasco,99.29906795,91.86496647,84.27104951,102.21127879,86.13451735,Cifras definitivas
43,2009,	07,Tamaulipas,102.92667022,99.98710677,91.54570567,95.03534923,87.00078109,Cifras definitivas
43,2009,	07,Tlaxcala,110.53371759,110.24509256,92.27761545,73.15124067,67.50222056,Cifras definitivas
43,2009,	07,Veracruz de Ignacio de la Llave,100.67373501,107.67128320,92.45676742,100.61499676,93.02537354,Cifras definitivas
43,2009,	07,Yucatán,98.87246490,96.10835516,91.92072289,92.37245439,84.90942783,Cifras definitivas
43,2009,	07,Zacatecas,86.99513053,87.57646426,89.68157011,95.64698505,85.77771796,Cifras definitivas
43,2009,	08,Aguascalientes,61.54362186,79.23456902,98.47558322,84.59032347,83.30081438,Cifras definitivas
43,2009,	08,Baja California,90.41352698,94.18426797,82.90829922,92.61178454,76.78285544,Cifras definitivas
43,2009,	08,Baja California Sur,80.29067559,83.02528553,85.99587454,90.88614518,78.15833538,Cifras definitivas
43,2009,	08,Campeche,97.98921781,91.53708333,90.21796616,62.70343544,56.56976417,Cifras definitivas
43,2009,	08,Coahuila de Zaragoza,96.50603986,89.41220419,91.44951134,95.26306006,87.11760291,Cifras definitivas
43,2009,	08,Colima,96.29030478,98.02024361,77.49778477,91.62649778,71.00850604,Cifras definitivas
43,2009,	08,Chiapas,97.72424192,92.62025519,80.17506193,95.22885896,76.34979665,Cifras definitivas
43,2009,	08,Chihuahua,92.57214320,89.26531162,86.52112241,94.54382213,81.80037608,Cifras definitivas
43,2009,	08,Ciudad de México,77.18236049,83.14589810,79.41396268,92.43306168,73.40475711,Cifras definitivas
43,2009,	08,Durango,89.72452184,92.95558241,88.25431115,88.11526779,77.76552261,Cifras definitivas
43,2009,	08,Guanajuato,85.48187921,86.79474357,80.49182430,96.24893935,77.47252715,Cifras definitivas
43,2009,	08,Guerrero,100.21852417,96.60530847,104.55486206,83.08063987,86.86484841,Cifras definitivas
43,2009,	08,Hidalgo,94.39126279,107.12752966,94.44161020,91.18112580,86.11292340,Cifras definitivas
43,2009,	08,Jalisco,79.24198219,84.31377558,84.14155729,85.49763471,71.93904129,Cifras definitivas
43,2009,	08,México,74.38109658,78.17637669,82.95789810,91.01932202,75.50771641,Cifras definitivas
43,2009,	08,Michoacán de Ocampo,94.44233168,102.83162484,92.44667893,95.88274534,88.64041373,Cifras definitivas
43,2009,	08,Morelos,83.89831262,90.37474616,90.11586065,86.47200523,77.92499173,Cifras definitivas
43,2009,	08,Nayarit,103.60195051,101.29420845,90.29173718,82.32415574,74.33191034,Cifras definitivas
43,2009,	08,Nuevo León,80.09381998,81.23090681,89.68507856,89.14800779,79.95246082,Cifras definitivas
43,2009,	08,Oaxaca,90.38208335,101.94921717,91.06908501,91.95413771,83.74179184,Cifras definitivas
43,2009,	08,Puebla,91.87795578,86.43712945,72.55901852,89.71856772,65.09891217,Cifras definitivas
43,2009,	08,Querétaro de Arteaga,72.46595592,74.26622391,73.35306961,76.42500075,56.06008400,Cifras definitivas
43,2009,	08,Quintana Roo,101.60146832,89.28466408,95.02050818,83.73348991,79.56398763,Cifras definitivas
43,2009,	08,San Luis Potosí,79.05909553,88.05751143,88.91314520,81.37190102,72.35031651,Cifras definitivas
43,2009,	08,Sinaloa,88.93767128,88.10999977,86.19778603,87.74627505,75.63534642,Cifras definitivas
43,2009,	08,Sonora,88.75920691,86.87341240,81.27215669,87.55685869,71.15934739,Cifras definitivas
43,2009,	08,Tabasco,95.62630406,86.79699673,84.79470411,99.66757228,84.51282301,Cifras definitivas
43,2009,	08,Tamaulipas,95.21524400,91.43635924,91.23520654,90.85170303,82.88873890,Cifras definitivas
43,2009,	08,Tlaxcala,106.10184195,105.53503648,91.51346752,71.17967393,65.13898778,Cifras definitivas
43,2009,	08,Veracruz de Ignacio de la Llave,101.23818229,102.78076492,92.86230002,98.80584480,91.75338004,Cifras definitivas
43,2009,	08,Yucatán,90.37662898,90.78326561,91.89818497,89.50700935,82.25531701,Cifras definitivas
43,2009,	08,Zacatecas,84.48707331,86.14779955,89.19498316,90.27332196,80.51927432,Cifras definitivas
43,2009,	09,Aguascalientes,60.71424462,81.71892141,97.67461527,86.62227683,84.60797563,Cifras definitivas
43,2009,	09,Baja California,89.51297944,97.49917137,82.52962266,93.70170118,77.33166041,Cifras definitivas
43,2009,	09,Baja California Sur,80.15846727,82.70702592,85.08881742,91.38102713,77.75503533,Cifras definitivas
43,2009,	09,Campeche,96.15132001,89.92512024,89.93640484,62.63621866,56.33276319,Cifras definitivas
43,2009,	09,Coahuila de Zaragoza,94.11443244,86.36060863,89.85243883,92.88721365,83.46142683,Cifras definitivas
43,2009,	09,Colima,88.72369361,95.23626154,77.58368550,92.50156495,71.76612323,Cifras definitivas
43,2009,	09,Chiapas,95.06230450,89.65309121,79.77518713,94.26329929,75.19872340,Cifras definitivas
43,2009,	09,Chihuahua,88.32213627,85.57451630,86.63709915,90.50007006,78.40663543,Cifras definitivas
43,2009,	09,Ciudad de México,83.69125994,85.24203444,79.50522589,91.57678089,72.80832651,Cifras definitivas
43,2009,	09,Durango,82.25145513,87.00895939,87.45336701,87.31218334,76.35744414,Cifras definitivas
43,2009,	09,Guanajuato,80.23001399,84.52419165,80.25615950,96.80948680,77.69557614,Cifras definitivas
43,2009,	09,Guerrero,96.77722853,92.17200008,103.54385580,90.17870423,93.37450747,Cifras definitivas
43,2009,	09,Hidalgo,93.58849669,104.93130008,94.51225708,90.25200448,85.29920649,Cifras definitivas
43,2009,	09,Jalisco,75.48975532,82.49126797,83.81960335,86.62220818,72.60639131,Cifras definitivas
43,2009,	09,México,73.55424050,75.66313075,82.65555456,90.33345186,74.66561559,Cifras definitivas
43,2009,	09,Michoacán de Ocampo,91.35691159,100.49344251,92.39484108,95.03929076,87.81140166,Cifras definitivas
43,2009,	09,Morelos,76.20562953,83.01684514,90.29201541,81.90484818,73.95353814,Cifras definitivas
43,2009,	09,Nayarit,102.51224147,97.47302202,90.37529491,82.54494095,74.60023382,Cifras definitivas
43,2009,	09,Nuevo León,85.12190752,83.68783815,89.91138716,85.73914554,77.08925509,Cifras definitivas
43,2009,	09,Oaxaca,85.67733522,100.87227189,91.15544796,92.08769070,83.94294697,Cifras definitivas
43,2009,	09,Puebla,83.95670720,84.15539148,72.33900522,88.77398455,64.21821732,Cifras definitivas
43,2009,	09,Querétaro de Arteaga,79.10912754,78.10869273,73.02859943,77.73452015,56.76843134,Cifras definitivas
43,2009,	09,Quintana Roo,102.56366177,89.32562617,92.67245849,87.03285584,80.65548720,Cifras definitivas
43,2009,	09,San Luis Potosí,80.61109506,83.52954995,88.46760812,80.49647985,71.21331034,Cifras definitivas
43,2009,	09,Sinaloa,93.77311204,91.98177968,86.06165056,86.99961387,74.87330368,Cifras definitivas
43,2009,	09,Sonora,83.97774094,86.52534794,82.28442741,85.29976614,70.18842415,Cifras definitivas
43,2009,	09,Tabasco,98.08098082,89.28239129,85.19331721,96.15663778,81.91902944,Cifras definitivas
43,2009,	09,Tamaulipas,97.90774301,92.67001273,91.23631103,89.07225959,81.26624380,Cifras definitivas
43,2009,	09,Tlaxcala,95.52896500,97.42598687,90.12153432,70.24941661,63.30985210,Cifras definitivas
43,2009,	09,Veracruz de Ignacio de la Llave,96.74375133,101.53027152,92.55761660,96.43740580,89.26016432,Cifras definitivas
43,2009,	09,Yucatán,89.46738334,90.85246734,91.54053212,90.65416228,82.98530254,Cifras definitivas
43,2009,	09,Zacatecas,79.66446505,83.40676582,89.87691613,90.62586974,81.45173694,Cifras definitivas
43,2009,	10,Aguascalientes,67.04473973,89.95042155,97.34761938,87.19841336,84.88557954,Cifras definitivas
43,2009,	10,Baja California,92.55892609,95.84393087,82.47423863,95.78721203,78.99977383,Cifras definitivas
43,2009,	10,Baja California Sur,83.81118778,88.45770536,82.73258634,93.52363974,77.37452600,Cifras definitivas
43,2009,	10,Campeche,94.85511651,94.06180950,90.22058937,63.69806614,57.46877069,Cifras definitivas
43,2009,	10,Coahuila de Zaragoza,95.88375168,87.17700754,89.62666290,99.13401782,88.85051197,Cifras definitivas
43,2009,	10,Colima,94.22442106,102.90893381,77.42318653,95.25519494,73.74960726,Cifras definitivas
43,2009,	10,Chiapas,105.23963300,97.73080138,80.23715443,96.80536325,77.67386881,Cifras definitivas
43,2009,	10,Chihuahua,89.00471845,88.03697783,86.33657452,96.14066144,83.00455381,Cifras definitivas
43,2009,	10,Ciudad de México,82.07636849,86.80394873,79.62792625,92.10971565,73.34505645,Cifras definitivas
43,2009,	10,Durango,85.23844815,87.85749117,87.55242321,90.31459615,79.07261744,Cifras definitivas
43,2009,	10,Guanajuato,89.65581466,90.34715147,80.55228712,96.54502772,77.76922793,Cifras definitivas
43,2009,	10,Guerrero,102.28376110,98.98318329,102.53273806,82.60894569,84.70121390,Cifras definitivas
43,2009,	10,Hidalgo,98.04285742,110.81287394,94.18721934,93.97175414,88.50938219,Cifras definitivas
43,2009,	10,Jalisco,84.34142002,89.15743302,84.07218697,87.52508205,73.58425063,Cifras definitivas
43,2009,	10,México,76.92188850,83.50050900,82.83262853,93.17354526,77.17809663,Cifras definitivas
43,2009,	10,Michoacán de Ocampo,97.35290540,104.83193451,92.59791706,95.71142008,88.62678138,Cifras definitivas
43,2009,	10,Morelos,83.28298098,87.66112551,89.73767378,85.77945199,76.97648480,Cifras definitivas
43,2009,	10,Nayarit,108.03120328,102.74644367,90.93967963,84.41889249,76.77027038,Cifras definitivas
43,2009,	10,Nuevo León,94.97493091,91.89532873,89.91381836,90.89107874,81.72363944,Cifras definitivas
43,2009,	10,Oaxaca,92.67409444,110.92010284,91.49860454,92.04257253,84.21766945,Cifras definitivas
43,2009,	10,Puebla,88.35087335,86.13243218,72.26161659,89.71286372,64.82796561,Cifras definitivas
43,2009,	10,Querétaro de Arteaga,81.44998947,82.32225852,73.83066475,78.93918730,58.28132673,Cifras definitivas
43,2009,	10,Quintana Roo,103.93074432,91.54148271,92.42104124,86.85217721,80.26968652,Cifras definitivas
43,2009,	10,San Luis Potosí,79.54739591,87.39585844,88.67402012,84.72257796,75.12691583,Cifras definitivas
43,2009,	10,Sinaloa,103.00175341,109.17018486,86.67125391,91.84907048,79.60674109,Cifras definitivas
43,2009,	10,Sonora,85.22592253,92.24618349,81.91676484,87.75722783,71.88788195,Cifras definitivas
43,2009,	10,Tabasco,101.91889312,90.04495555,84.48018415,98.59571592,83.29384237,Cifras definitivas
43,2009,	10,Tamaulipas,101.38538390,95.00944667,90.82967639,92.54746288,84.06056104,Cifras definitivas
43,2009,	10,Tlaxcala,108.91451774,108.91337178,89.22431975,74.98546884,66.90527448,Cifras definitivas
43,2009,	10,Veracruz de Ignacio de la Llave,101.21883054,106.51239221,92.72054788,98.29244355,91.13729218,Cifras definitivas
43,2009,	10,Yucatán,95.64451424,96.16476321,91.72857387,91.23781685,83.69114823,Cifras definitivas
43,2009,	10,Zacatecas,83.21903148,86.36780447,89.47096105,91.44717258,81.81866416,Cifras definitivas
43,2009,	11,Aguascalientes,61.17332564,82.05633215,96.61797767,86.59922863,83.67042338,Cifras definitivas
43,2009,	11,Baja California,84.23190602,92.33016600,82.35047137,92.25957426,75.97619429,Cifras definitivas
43,2009,	11,Baja California Sur,82.05760535,88.80047135,84.90426277,102.53191139,87.05396347,Cifras definitivas
43,2009,	11,Campeche,127.14434009,102.73192358,89.72558620,60.97165678,54.70717646,Cifras definitivas
43,2009,	11,Coahuila de Zaragoza,90.93618063,87.89057685,89.30901129,96.85887908,86.50370725,Cifras definitivas
43,2009,	11,Colima,90.05441382,95.97089331,77.17645823,89.08731390,68.75443360,Cifras definitivas
43,2009,	11,Chiapas,91.87085213,89.93452397,79.78225139,90.37250434,72.10121860,Cifras definitivas
43,2009,	11,Chihuahua,87.11936138,88.58450827,86.30703921,93.44347456,80.64829623,Cifras definitivas
43,2009,	11,Ciudad de México,80.81185473,91.18772989,79.90013231,88.34831980,70.59042441,Cifras definitivas
43,2009,	11,Durango,87.95647770,92.29994514,88.43861102,93.63384382,82.80847092,Cifras definitivas
43,2009,	11,Guanajuato,84.33426913,89.19139682,80.08479066,96.24429356,77.07704102,Cifras definitivas
43,2009,	11,Guerrero,98.08849405,94.34996680,102.52332839,90.20395656,92.48009860,Cifras definitivas
43,2009,	11,Hidalgo,91.46312355,101.79207724,93.59533841,94.82286063,88.74977730,Cifras definitivas
43,2009,	11,Jalisco,78.27288003,85.47924987,83.95955941,85.74823840,71.99384316,Cifras definitivas
43,2009,	11,México,75.12148851,79.12580331,83.25928814,91.86804086,76.48867685,Cifras definitivas
43,2009,	11,Michoacán de Ocampo,92.42836938,98.84043033,92.30114650,94.81244136,87.51297040,Cifras definitivas
43,2009,	11,Morelos,81.16033397,84.74017306,89.37936652,85.34180773,76.27796713,Cifras definitivas
43,2009,	11,Nayarit,107.29489968,101.80170731,90.23776654,79.74158548,71.95702574,Cifras definitivas
43,2009,	11,Nuevo León,82.89057906,84.59583363,89.90790815,87.20604408,78.40513001,Cifras definitivas
43,2009,	11,Oaxaca,87.26864359,107.34553573,91.48105397,89.05651403,81.46983766,Cifras definitivas
43,2009,	11,Puebla,85.43810862,88.85350389,71.89217532,88.47883287,63.60935765,Cifras definitivas
43,2009,	11,Querétaro de Arteaga,76.78264059,76.55033461,73.75107447,78.88761065,58.18046048,Cifras definitivas
43,2009,	11,Quintana Roo,99.33765382,86.88980090,91.61952875,84.57851464,77.49043654,Cifras definitivas
43,2009,	11,San Luis Potosí,76.97623485,83.95868312,87.99780107,80.76528856,71.07167796,Cifras definitivas
43,2009,	11,Sinaloa,88.77660100,102.86278745,86.71883123,89.13251709,77.29467707,Cifras definitivas
43,2009,	11,Sonora,81.69312356,83.94964729,81.75911397,84.52495824,69.10685694,Cifras definitivas
43,2009,	11,Tabasco,96.98913552,87.96272482,84.91206991,95.04824037,80.70742831,Cifras definitivas
43,2009,	11,Tamaulipas,94.61329238,93.49980026,91.19431037,88.17252750,80.40832839,Cifras definitivas
43,2009,	11,Tlaxcala,107.69158044,108.90804285,89.56460982,72.75659515,65.16416056,Cifras definitivas
43,2009,	11,Veracruz de Ignacio de la Llave,92.24296070,103.81468285,92.98720821,96.41788015,89.65629497,Cifras definitivas
43,2009,	11,Yucatán,85.77620282,92.06883279,91.72141103,88.54389090,81.21370611,Cifras definitivas
43,2009,	11,Zacatecas,79.23587346,87.14246726,89.84493008,93.17874800,83.71638099,Cifras definitivas
43,2009,	12,Aguascalientes,73.70728625,85.35934371,96.68964427,101.50315551,98.14303999,Cifras definitivas
43,2009,	12,Baja California,91.88918791,104.42545435,82.58743549,117.73009425,97.23026564,Cifras definitivas
43,2009,	12,Baja California Sur,84.19229899,94.28874816,84.40467884,108.49466727,91.57457547,Cifras definitivas
43,2009,	12,Campeche,98.43971536,97.52321898,89.66716370,76.82513129,68.88691624,Cifras definitivas
43,2009,	12,Coahuila de Zaragoza,96.60341825,89.21464729,89.06668206,121.14425703,107.89917024,Cifras definitivas
43,2009,	12,Colima,100.12312255,100.06098077,77.09498340,115.43578881,88.99520222,Cifras definitivas
43,2009,	12,Chiapas,103.41357272,106.63347053,79.74765082,115.27090292,91.92583716,Cifras definitivas
43,2009,	12,Chihuahua,96.92041155,86.71063843,85.69506066,112.99531502,96.83140375,Cifras definitivas
43,2009,	12,Ciudad de México,90.18784760,91.54025398,80.38988343,123.72291986,99.46071105,Cifras definitivas
43,2009,	12,Durango,88.94637735,93.44222502,88.58292619,110.61212043,97.98345300,Cifras definitivas
43,2009,	12,Guanajuato,87.86417839,90.91603444,80.11600832,119.76906882,95.95419714,Cifras definitivas
43,2009,	12,Guerrero,103.63445348,103.90974649,102.72008110,112.18158713,115.23301728,Cifras definitivas
43,2009,	12,Hidalgo,91.47843331,102.10944727,93.09246931,115.31373520,107.34840355,Cifras definitivas
43,2009,	12,Jalisco,85.02965968,89.34151362,84.04507566,111.10537108,93.37859319,Cifras definitivas
43,2009,	12,México,77.29108633,83.63990887,83.23873158,114.36837470,95.19878443,Cifras definitivas
43,2009,	12,Michoacán de Ocampo,94.45359357,102.73943761,91.89446034,110.67249174,101.70188903,Cifras definitivas
43,2009,	12,Morelos,87.75788321,88.14391106,89.12991751,101.59564317,90.55211295,Cifras definitivas
43,2009,	12,Nayarit,117.37108128,113.98437832,91.38391801,98.37327499,89.89735296,Cifras definitivas
43,2009,	12,Nuevo León,91.43103791,89.07307967,89.74332568,112.40309771,100.87427805,Cifras definitivas
43,2009,	12,Oaxaca,97.47940895,116.88631097,91.56062058,108.88358290,99.69448421,Cifras definitivas
43,2009,	12,Puebla,92.24053999,92.14760110,71.70534433,115.26217439,82.64913903,Cifras definitivas
43,2009,	12,Querétaro de Arteaga,73.45709395,84.14316112,73.31248611,100.91172063,73.98089117,Cifras definitivas
43,2009,	12,Quintana Roo,108.98069697,102.51493390,91.76415718,99.18342771,91.01483650,Cifras definitivas
43,2009,	12,San Luis Potosí,80.29410814,84.05570740,89.28629869,107.84852721,96.29395814,Cifras definitivas
43,2009,	12,Sinaloa,93.65536895,97.67843347,86.80856869,111.57656538,96.85801940,Cifras definitivas
43,2009,	12,Sonora,89.23709927,90.12438423,81.63158103,105.39864178,86.03857767,Cifras definitivas
43,2009,	12,Tabasco,104.60638808,97.23072932,84.30875329,116.96110187,98.60844682,Cifras definitivas
43,2009,	12,Tamaulipas,102.68749989,97.54734742,90.73128330,114.40744651,103.80334441,Cifras definitivas
43,2009,	12,Tlaxcala,105.41756905,104.29273040,88.56714318,97.59443003,86.43659858,Cifras definitivas
43,2009,	12,Veracruz de Ignacio de la Llave,101.14675312,106.08045565,92.88112377,117.33913248,108.98590487,Cifras definitivas
43,2009,	12,Yucatán,91.55939524,95.65573606,91.58884012,110.52485321,101.22843110,Cifras definitivas
43,2009,	12,Zacatecas,86.41133379,91.28447762,89.71196748,104.05542323,93.35016745,Cifras definitivas
43,2010,	01,Aguascalientes,72.63257784,81.54765700,95.08028736,86.14279097,81.90481319,Cifras definitivas
43,2010,	01,Baja California,81.11902558,90.89789530,83.78310571,90.37985006,75.72304532,Cifras definitivas
43,2010,	01,Baja California Sur,78.14420145,84.45304490,88.26863669,84.58070690,74.65823688,Cifras definitivas
43,2010,	01,Campeche,77.73281667,81.49858316,94.24345011,58.77102916,55.38784555,Cifras definitivas
43,2010,	01,Coahuila de Zaragoza,90.09479570,84.90600547,90.04245459,92.15612893,82.97964054,Cifras definitivas
43,2010,	01,Colima,87.26482599,93.82106941,80.58489311,86.37128575,69.60220830,Cifras definitivas
43,2010,	01,Chiapas,92.50380407,90.58644867,87.49824563,86.19659343,75.42050704,Cifras definitivas
43,2010,	01,Chihuahua,84.44979594,84.16079772,89.61079808,89.21080555,79.94251483,Cifras definitivas
43,2010,	01,Ciudad de México,86.28233406,86.13789221,81.24638215,96.41074846,78.33024513,Cifras definitivas
43,2010,	01,Durango,78.26161791,88.53070414,89.43981496,87.67698202,78.41813048,Cifras definitivas
43,2010,	01,Guanajuato,79.20458330,81.95992376,81.66901483,96.49685857,78.80803374,Cifras definitivas
43,2010,	01,Guerrero,87.24674748,96.65539956,104.24487605,90.13493470,93.96105096,Cifras definitivas
43,2010,	01,Hidalgo,83.95562297,94.71513247,92.35429350,98.24480521,90.73329575,Cifras definitivas
43,2010,	01,Jalisco,79.77640116,84.99368617,84.38727070,89.47296753,75.50379531,Cifras definitivas
43,2010,	01,México,68.16631416,72.94067269,82.11639583,93.63077079,76.88621436,Cifras definitivas
43,2010,	01,Michoacán de Ocampo,87.64869468,94.78692840,94.37133828,96.21811256,90.80232049,Cifras definitivas
43,2010,	01,Morelos,78.03142005,81.30154467,90.24213590,92.78110763,83.72765324,Cifras definitivas
43,2010,	01,Nayarit,109.98205543,99.20249124,106.43773415,75.32483011,80.17404242,Cifras definitivas
43,2010,	01,Nuevo León,77.91636627,80.74297645,88.46753681,88.45946445,78.25790927,Cifras definitivas
43,2010,	01,Oaxaca,82.06054534,100.50471801,90.86612946,92.09523414,83.68337468,Cifras definitivas
43,2010,	01,Puebla,79.49663324,81.76801846,74.25186840,88.95416008,66.05012588,Cifras definitivas
43,2010,	01,Querétaro de Arteaga,72.25117694,78.29967255,83.07171005,84.19918250,69.94570075,Cifras definitivas
43,2010,	01,Quintana Roo,85.76965496,84.71174929,92.80491322,82.48683507,76.55183570,Cifras definitivas
43,2010,	01,San Luis Potosí,75.26209828,85.02169636,89.89964492,79.06398418,71.07824104,Cifras definitivas
43,2010,	01,Sinaloa,68.54496329,75.34417277,87.89392171,88.03868904,77.38065642,Cifras definitivas
43,2010,	01,Sonora,77.89990749,79.10684462,83.42394732,83.59736283,69.74021993,Cifras definitivas
